Titre,Prix promo (€),Prix original (€),Marge estimée (€),Réduction (%),Tailles,Lien
Baskets Femme New Balance 9060,90.0,191.49,101.49,53.0,,https://www.dealabs.com/bons-plans/baskets-femme-new-balance-9060-36-375-38-385-395-3417632
