Titre,Prix promo (€),Prix original (€),Marge estimée (€),Réduction (%),Tailles,Lien
"Baskets Air Jordan 5 Retro ""White Metallic""",129.38,168.03,38.65,23.0,,https://www.dealabs.com/bons-plans/air-jordan-5-retro-white-metallic-3384667
