Titre,Prix promo (€),Prix original (€),Marge estimée (€),Réduction (%),Tailles,Lien
[Unidays/Nike] 20% de réduction sur tout le site nike (hors promotions),1000.0,1250.0,250.0,20.0,,https://www.dealabs.com/bons-plans/unidaysnike-20-de-reduction-sur-tout-le-site-nike-hors-promotions-3408462
